feedback_id,customer_name,feedback,date,product
1813,Pooja,Excellent quality and very satisfied,2025-11-12,Smart Watch
1814,Manoj,Delivery was too late,2025-05-14,E-commerce
1815,Manoj,Nothing special,2025-08-28,E-commerce
1816,Manoj,Delivery was too late,2025-02-18,Mobile
1817,Pooja,Very bad experience and disappointed,2025-05-29,Smart Watch
1818,Suresh,Customer support did not respond,2025-09-06,E-commerce
1819,Priya,Nothing special,2025-09-07,Headphones
1820,Suresh,Worst product ever,2025-12-02,Banking App
1821,Anitha,Poor quality and waste of money,2025-07-20,Smart Watch
1822,Karthik,Nothing special,2025-03-26,Internet Service
1823,Manoj,Decent product,2025-05-10,Headphones
1824,Rahul,Support team was very helpful,2025-01-17,Headphones
1825,Pooja,Very bad experience and disappointed,2025-11-08,Laptop
1826,Arun,"Amazing experience, highly recommend",2025-12-07,Laptop
1827,Manoj,Excellent quality and very satisfied,2025-12-05,Mobile App
1828,Sneha,Acceptable performance,2025-03-12,Smart Watch
1829,Pooja,Excellent quality and very satisfied,2025-06-27,Laptop
1830,Karthik,Decent product,2025-11-16,Banking App
1831,Divya,Delivery was too late,2025-03-10,Headphones
1832,Manoj,Average experience,2025-03-30,Internet Service
1833,Priya,Support team was very helpful,2025-10-02,Laptop
1834,Sneha,Nothing special,2025-06-14,Mobile
1835,Anitha,Poor quality and waste of money,2025-02-21,Banking App
1836,Rahul,"Amazing experience, highly recommend",2025-05-31,Mobile
1837,Manoj,Acceptable performance,2025-04-24,Smart Watch
1838,Suresh,Very bad experience and disappointed,2025-05-17,Internet Service
1839,Sneha,Very happy with the product,2025-01-31,Laptop
1840,Suresh,Okay for the price,2025-10-05,Banking App
1841,Rahul,Support team was very helpful,2025-03-01,Mobile
1842,Divya,Poor quality and waste of money,2025-09-21,Mobile App
1843,Suresh,"Amazing experience, highly recommend",2025-10-28,Banking App
1844,Priya,Nothing special,2025-07-20,Mobile
1845,Rahul,Very bad experience and disappointed,2025-10-29,Headphones
1846,Arun,Delivery was too late,2025-08-05,Smart Watch
1847,Pooja,Great service and fast delivery,2025-04-06,Internet Service
1848,Priya,Support team was very helpful,2025-09-01,Smart Watch
1849,Suresh,Delivery was too late,2025-02-01,Smart Watch
1850,Manoj,Okay for the price,2025-10-19,Headphones
1851,Suresh,Average experience,2025-10-08,Mobile
1852,Pooja,Delivery was too late,2025-05-21,E-commerce
1853,Arun,Support team was very helpful,2025-05-09,Internet Service
1854,Suresh,Support team was very helpful,2025-05-03,Headphones
1855,Arun,Worst product ever,2025-08-13,Mobile App
1856,Arun,Customer support did not respond,2025-08-10,Mobile
1857,Suresh,Very bad experience and disappointed,2025-06-23,Headphones
1858,Divya,Nothing special,2025-07-18,Laptop
1859,Suresh,Great service and fast delivery,2025-04-28,Mobile
1860,Suresh,Customer support did not respond,2025-01-22,Internet Service
1861,Pooja,Acceptable performance,2025-09-19,Laptop
1862,Suresh,Very happy with the product,2025-07-29,E-commerce
1863,Manoj,Excellent quality and very satisfied,2025-07-06,E-commerce
1864,Arun,Okay for the price,2025-10-25,Internet Service
1865,Arun,Very happy with the product,2025-01-07,Banking App
1866,Suresh,Support team was very helpful,2025-06-11,Headphones
1867,Anitha,Okay for the price,2025-07-16,Mobile
1868,Manoj,Nothing special,2025-10-18,E-commerce
1869,Sneha,Average experience,2025-12-28,Laptop
1870,Sneha,Average experience,2025-03-22,Internet Service
1871,Pooja,Customer support did not respond,2025-11-24,Headphones
1872,Rahul,Average experience,2025-09-18,Laptop
1873,Anitha,Delivery was too late,2025-12-10,Mobile App
1874,Rahul,Poor quality and waste of money,2025-08-17,Mobile
1875,Priya,Very bad experience and disappointed,2025-02-20,E-commerce
1876,Anitha,Nothing special,2025-02-14,Mobile
1877,Arun,"Amazing experience, highly recommend",2025-05-04,Laptop
1878,Anitha,Acceptable performance,2025-11-22,Mobile App
1879,Sneha,Worst product ever,2025-11-02,Banking App
1880,Divya,Average experience,2025-03-19,Mobile App
1881,Priya,Nothing special,2025-09-11,Banking App
1882,Anitha,"Amazing experience, highly recommend",2025-04-11,Mobile App
1883,Suresh,Great service and fast delivery,2025-10-12,E-commerce
1884,Suresh,Delivery was too late,2025-05-30,Internet Service
1885,Arun,Excellent quality and very satisfied,2025-09-06,E-commerce
1886,Karthik,Poor quality and waste of money,2025-03-26,Internet Service
1887,Suresh,Very bad experience and disappointed,2025-07-28,Mobile
1888,Divya,Worst product ever,2025-12-08,Laptop
1889,Manoj,Customer support did not respond,2025-10-10,Mobile App
1890,Divya,Delivery was too late,2025-09-09,Mobile
1891,Manoj,Decent product,2025-06-28,Banking App
1892,Divya,Very happy with the product,2025-04-07,E-commerce
1893,Arun,Decent product,2025-05-29,Mobile App
1894,Divya,Very happy with the product,2025-03-19,Headphones
1895,Divya,Acceptable performance,2025-04-30,Mobile
1896,Karthik,Support team was very helpful,2025-07-30,Mobile
1897,Priya,Great service and fast delivery,2025-01-26,Mobile
1898,Priya,Customer support did not respond,2025-11-11,E-commerce
1899,Divya,Delivery was too late,2025-07-29,Laptop
1900,Karthik,Decent product,2025-04-19,Laptop
1901,Sneha,Delivery was too late,2025-03-01,Mobile App
1902,Suresh,Customer support did not respond,2025-06-05,Banking App
1903,Sneha,Nothing special,2025-08-01,Headphones
1904,Karthik,Support team was very helpful,2025-01-05,Smart Watch
1905,Suresh,"Amazing experience, highly recommend",2025-02-15,Mobile App
1906,Karthik,Poor quality and waste of money,2025-03-02,Mobile App
1907,Arun,Support team was very helpful,2025-03-15,Headphones
1908,Pooja,"Amazing experience, highly recommend",2025-01-05,Mobile App
1909,Pooja,Delivery was too late,2025-11-05,Laptop
1910,Pooja,Poor quality and waste of money,2025-02-06,E-commerce
1911,Karthik,Worst product ever,2025-09-08,E-commerce
1912,Suresh,Average experience,2025-06-04,Headphones
1913,Karthik,Customer support did not respond,2025-07-21,Banking App
1914,Arun,Okay for the price,2025-08-11,Headphones
1915,Priya,Delivery was too late,2025-09-19,Internet Service
1916,Anitha,Acceptable performance,2025-02-16,Banking App
1917,Divya,Great service and fast delivery,2025-05-09,Laptop
1918,Pooja,Delivery was too late,2025-01-18,Smart Watch
1919,Karthik,Support team was very helpful,2025-04-29,Banking App
1920,Priya,Nothing special,2025-03-13,Smart Watch
1921,Pooja,Very bad experience and disappointed,2025-05-22,Laptop
1922,Manoj,Very happy with the product,2025-04-21,Laptop
1923,Rahul,Worst product ever,2025-09-04,E-commerce
1924,Divya,Great service and fast delivery,2025-02-01,Mobile App
1925,Karthik,Average experience,2025-09-13,E-commerce
1926,Anitha,Delivery was too late,2025-04-06,Laptop
1927,Pooja,Very bad experience and disappointed,2025-08-28,Headphones
1928,Manoj,Nothing special,2025-06-28,E-commerce
1929,Suresh,Okay for the price,2025-03-11,Laptop
1930,Karthik,Average experience,2025-04-18,Banking App
1931,Anitha,Delivery was too late,2025-11-08,Banking App
1932,Arun,Acceptable performance,2025-05-09,Headphones
1933,Rahul,Average experience,2025-08-02,Laptop
1934,Divya,Support team was very helpful,2025-01-04,Banking App
1935,Sneha,Average experience,2025-10-09,Laptop
1936,Rahul,Excellent quality and very satisfied,2025-03-10,Laptop
1937,Divya,Decent product,2025-10-28,Smart Watch
1938,Rahul,Worst product ever,2025-12-29,Mobile App
1939,Priya,Decent product,2025-12-03,Banking App
1940,Karthik,Excellent quality and very satisfied,2025-05-18,Headphones
1941,Sneha,Customer support did not respond,2025-06-23,E-commerce
1942,Pooja,Delivery was too late,2025-03-16,E-commerce
1943,Sneha,"Amazing experience, highly recommend",2025-05-27,E-commerce
1944,Karthik,Average experience,2025-08-27,Internet Service
1945,Manoj,Worst product ever,2025-06-22,Headphones
1946,Sneha,Excellent quality and very satisfied,2025-12-27,E-commerce
1947,Manoj,Great service and fast delivery,2025-10-09,Mobile App
1948,Suresh,Great service and fast delivery,2025-05-17,Internet Service
1949,Anitha,Acceptable performance,2025-02-08,Headphones
1950,Divya,Acceptable performance,2025-04-03,Mobile
1951,Sneha,Average experience,2025-03-10,Headphones
1952,Priya,Excellent quality and very satisfied,2025-08-06,Internet Service
1953,Pooja,Very happy with the product,2025-10-06,Mobile App
1954,Divya,Very bad experience and disappointed,2025-03-17,Mobile App
1955,Suresh,Decent product,2025-04-09,E-commerce
1956,Suresh,"Amazing experience, highly recommend",2025-01-13,Laptop
1957,Rahul,Nothing special,2025-10-26,Mobile
1958,Sneha,Very bad experience and disappointed,2025-11-08,Headphones
1959,Pooja,Very bad experience and disappointed,2025-07-05,Internet Service
1960,Divya,Okay for the price,2025-02-02,E-commerce
1961,Arun,Very happy with the product,2025-01-09,E-commerce
1962,Karthik,Acceptable performance,2025-02-06,Banking App
1963,Pooja,Acceptable performance,2025-12-20,Mobile
1964,Divya,Average experience,2025-10-26,Internet Service
1965,Rahul,Worst product ever,2025-09-17,Internet Service
1966,Arun,Very happy with the product,2025-05-18,Mobile App
1967,Rahul,Great service and fast delivery,2025-09-26,Smart Watch
1968,Suresh,Decent product,2025-06-02,Laptop
1969,Anitha,Average experience,2025-10-06,Smart Watch
1970,Divya,Very bad experience and disappointed,2025-05-20,Mobile
1971,Priya,Acceptable performance,2025-12-06,E-commerce
1972,Rahul,Great service and fast delivery,2025-05-17,Banking App
1973,Karthik,Great service and fast delivery,2025-10-04,Headphones
1974,Rahul,Acceptable performance,2025-03-28,Laptop
1975,Arun,Support team was very helpful,2025-06-23,E-commerce
1976,Arun,Nothing special,2025-02-26,Laptop
1977,Karthik,Decent product,2025-05-12,Mobile
1978,Sneha,Customer support did not respond,2025-09-16,Banking App
1979,Suresh,Okay for the price,2025-02-12,Laptop
1980,Anitha,Delivery was too late,2025-02-15,Mobile App
1981,Anitha,Poor quality and waste of money,2025-06-10,Internet Service
1982,Divya,Poor quality and waste of money,2025-03-26,Mobile App
1983,Divya,Nothing special,2025-07-06,E-commerce
1984,Pooja,Poor quality and waste of money,2025-08-05,Banking App
1985,Karthik,Great service and fast delivery,2025-12-22,Headphones
1986,Karthik,Decent product,2025-07-23,Mobile
1987,Manoj,Decent product,2025-02-11,Laptop
1988,Karthik,Acceptable performance,2025-05-08,Mobile
1989,Divya,Acceptable performance,2025-01-26,Laptop
1990,Manoj,Delivery was too late,2025-04-26,Banking App
1991,Anitha,Great service and fast delivery,2025-08-16,Mobile
1992,Divya,Decent product,2025-12-05,E-commerce
1993,Pooja,Very bad experience and disappointed,2025-03-01,Banking App
1994,Rahul,Very happy with the product,2025-11-21,Laptop
1995,Rahul,Okay for the price,2025-04-30,Laptop
1996,Anitha,Support team was very helpful,2025-02-13,Banking App
1997,Divya,Very happy with the product,2025-09-07,Laptop
1998,Karthik,Very bad experience and disappointed,2025-04-14,E-commerce
1999,Arun,Nothing special,2025-10-27,Mobile
2000,Divya,Poor quality and waste of money,2025-01-12,Laptop
2001,Sneha,Acceptable performance,2025-12-21,Mobile App
2002,Manoj,Average experience,2025-09-13,Banking App
2003,Karthik,Okay for the price,2025-11-08,Banking App
2004,Priya,Support team was very helpful,2025-05-11,Banking App
2005,Suresh,Support team was very helpful,2025-07-30,E-commerce
2006,Rahul,Customer support did not respond,2025-08-15,Mobile
2007,Manoj,Poor quality and waste of money,2025-05-10,Smart Watch
2008,Suresh,Acceptable performance,2025-10-14,Mobile
2009,Suresh,Customer support did not respond,2025-11-13,Mobile
2010,Sneha,Support team was very helpful,2025-12-12,E-commerce
2011,Rahul,Support team was very helpful,2025-10-11,Mobile
2012,Anitha,Great service and fast delivery,2025-11-08,Mobile
2013,Rahul,Customer support did not respond,2025-07-21,E-commerce
2014,Pooja,"Amazing experience, highly recommend",2025-12-27,Laptop
2015,Manoj,Delivery was too late,2025-11-18,Internet Service
2016,Priya,Average experience,2025-05-01,Banking App
2017,Priya,Worst product ever,2025-09-09,Banking App
2018,Sneha,Support team was very helpful,2025-01-09,Mobile App
2019,Manoj,Support team was very helpful,2025-04-09,Mobile App
2020,Manoj,Support team was very helpful,2025-05-13,Smart Watch
2021,Manoj,Worst product ever,2025-11-02,E-commerce
2022,Divya,Customer support did not respond,2025-11-06,Mobile
2023,Karthik,Average experience,2025-09-07,Mobile App
2024,Divya,Excellent quality and very satisfied,2025-03-18,E-commerce
2025,Pooja,Great service and fast delivery,2025-06-25,Laptop
2026,Rahul,Worst product ever,2025-02-02,Banking App
2027,Karthik,Poor quality and waste of money,2025-06-26,Mobile App
2028,Suresh,Decent product,2025-01-29,Mobile
2029,Sneha,Average experience,2025-05-11,Headphones
2030,Divya,Very happy with the product,2025-06-06,E-commerce
2031,Pooja,Average experience,2025-01-25,Headphones
2032,Suresh,Decent product,2025-11-06,Headphones
2033,Suresh,Okay for the price,2025-02-01,E-commerce
2034,Anitha,Delivery was too late,2025-10-28,Mobile App
2035,Karthik,Support team was very helpful,2025-04-15,Headphones
2036,Priya,Very bad experience and disappointed,2025-10-09,Internet Service
2037,Divya,Very bad experience and disappointed,2025-07-08,E-commerce
2038,Sneha,Support team was very helpful,2025-05-19,Mobile App
2039,Karthik,Customer support did not respond,2025-05-24,Mobile App
2040,Manoj,Customer support did not respond,2025-08-19,Banking App
2041,Divya,Average experience,2025-01-26,Banking App
2042,Sneha,Delivery was too late,2025-06-23,Banking App
2043,Pooja,Nothing special,2025-11-20,Mobile App
2044,Anitha,Support team was very helpful,2025-12-29,Internet Service
2045,Divya,Average experience,2025-05-27,Internet Service
2046,Suresh,Poor quality and waste of money,2025-05-05,Smart Watch
2047,Priya,Customer support did not respond,2025-01-10,Internet Service
2048,Karthik,Average experience,2025-08-17,Mobile App
2049,Manoj,Okay for the price,2025-11-23,Banking App
2050,Priya,Worst product ever,2025-05-20,Laptop
2051,Karthik,Nothing special,2025-03-07,Banking App
2052,Anitha,Nothing special,2025-04-04,Headphones
2053,Arun,Delivery was too late,2025-05-23,Banking App
2054,Manoj,Great service and fast delivery,2025-07-09,Mobile
2055,Sneha,Nothing special,2025-01-01,Smart Watch
2056,Suresh,Acceptable performance,2025-09-04,Banking App
2057,Arun,Excellent quality and very satisfied,2025-09-12,E-commerce
2058,Sneha,Poor quality and waste of money,2025-01-04,Laptop
2059,Pooja,Very bad experience and disappointed,2025-05-01,Mobile App
2060,Suresh,Average experience,2025-05-19,Laptop
2061,Rahul,Delivery was too late,2025-04-27,Internet Service
2062,Arun,Worst product ever,2025-01-01,Mobile
2063,Sneha,Excellent quality and very satisfied,2025-11-17,Mobile
2064,Priya,Okay for the price,2025-11-13,Laptop
2065,Rahul,Decent product,2025-05-15,Smart Watch
2066,Pooja,Nothing special,2025-06-19,Smart Watch
2067,Rahul,Average experience,2025-03-30,Mobile
2068,Priya,Support team was very helpful,2025-08-20,Smart Watch
2069,Pooja,Very bad experience and disappointed,2025-01-17,Banking App
2070,Divya,Customer support did not respond,2025-10-21,Smart Watch
2071,Karthik,Decent product,2025-06-02,Laptop
2072,Pooja,"Amazing experience, highly recommend",2025-11-18,E-commerce
2073,Suresh,Very happy with the product,2025-12-16,Mobile
2074,Pooja,Nothing special,2025-06-27,Mobile
2075,Pooja,Excellent quality and very satisfied,2025-12-20,Headphones
2076,Divya,"Amazing experience, highly recommend",2025-08-25,Laptop
2077,Sneha,Worst product ever,2025-10-27,Mobile
2078,Pooja,"Amazing experience, highly recommend",2025-12-16,Banking App
2079,Divya,Very happy with the product,2025-07-29,Laptop
2080,Karthik,Decent product,2025-12-22,Banking App
2081,Priya,Great service and fast delivery,2025-10-16,Laptop
2082,Pooja,Customer support did not respond,2025-12-21,E-commerce
2083,Sneha,Acceptable performance,2025-03-16,Banking App
2084,Manoj,Decent product,2025-06-15,Mobile App
2085,Anitha,Nothing special,2025-02-24,Mobile
2086,Divya,Poor quality and waste of money,2025-12-23,Headphones
2087,Pooja,Delivery was too late,2025-01-05,Internet Service
2088,Karthik,Very happy with the product,2025-02-04,Internet Service
